true label,No_dropout,0_mean,0_std,0.2_mean,0.2_std,0.4_mean,0.4_std,0.6_mean,0.6_std
0,0.58987945,0.56466854,0.10322158,0.6232544,0.11546966,0.45696115,0.08527285,0.38133577,0.08523482
1,0.8947567,0.8957547,0.038899146,0.89110106,0.049394332,0.64644676,0.071257606,0.50516254,0.072671965
0,0.003594027,0.003507607,0.001651973,0.003518554,0.001688411,0.006882227,0.002394984,0.017455846,0.006158856
0,0.02185858,0.023069989,0.009854508,0.011519429,0.007336441,0.031255778,0.012665264,0.04336072,0.011989911
0,0.008459354,0.006723244,0.003145498,0.004369533,0.001973348,0.014307038,0.00489351,0.01561861,0.006131851
1,0.9249678,0.9175462,0.034827776,0.9587666,0.024406059,0.95895255,0.018601969,0.9293741,0.03318567
1,0.62776595,0.6232501,0.088760294,0.7782214,0.06950764,0.6938936,0.061313156,0.60583925,0.07356341
0,0.009465673,0.006639164,0.002599923,0.010225078,0.004781937,0.030421063,0.010231633,0.044328246,0.013230405
1,0.97262317,0.94689524,0.018606374,0.98323286,0.006818361,0.91167784,0.025193214,0.85619265,0.032735527
1,0.99638593,0.9949472,0.0017125,0.99329466,0.002787683,0.97361946,0.008325795,0.9286591,0.017802523
1,0.99938977,0.99929523,0.000321934,0.99930286,0.000382424,0.99726814,0.001129041,0.9953078,0.001850144
1,0.9165783,0.90629286,0.04212875,0.97719747,0.012770756,0.94267833,0.024619514,0.9416626,0.02904179
0,0.40068662,0.38306522,0.06650066,0.1802442,0.05667455,0.27007997,0.04594906,0.2089029,0.03718732
1,0.80685025,0.7527713,0.08362612,0.91111654,0.038300537,0.9337789,0.023000583,0.8919973,0.029380757
0,0.03300952,0.03307003,0.015056908,0.0286439,0.012600689,0.1137927,0.035620958,0.09500454,0.026750227
1,0.9923708,0.9904366,0.004700066,0.99527436,0.0027649,0.98584414,0.005625917,0.9770197,0.008993321
1,0.7011675,0.67861265,0.07960605,0.7205199,0.07782838,0.56138563,0.06381149,0.5510034,0.06408977
1,0.9983345,0.99777967,0.0012259,0.99923646,0.000489026,0.9968082,0.001644046,0.99735117,0.001386553
0,0.046071794,0.050534885,0.020739533,0.037037406,0.02017369,0.060420018,0.020287538,0.08658802,0.02576408
1,0.9923201,0.9916838,0.003810671,0.9987007,0.000785796,0.98960835,0.003973656,0.99284106,0.003208539
0,2.50E-06,3.87E-06,3.02E-06,1.89E-05,1.64E-05,0.000126183,7.72E-05,0.000355056,0.000199407
0,0.45196548,0.31046906,0.08535135,0.7087664,0.08851958,0.55481917,0.073011,0.5466107,0.07926582
1,0.7812155,0.7534757,0.07414535,0.85688525,0.06100453,0.83178437,0.046436056,0.71379036,0.07267957
0,0.10345305,0.11905094,0.04168858,0.10777279,0.048666473,0.18158908,0.047033023,0.23018625,0.053861048
0,0.005311241,0.005846437,0.002995671,0.005139031,0.003183957,0.014236214,0.006398886,0.03983827,0.014665165
0,0.000508994,0.000561279,0.000254447,0.000748765,0.000510458,0.005671203,0.00212564,0.013698726,0.004835647
1,0.99598926,0.9962698,0.001769507,0.9964057,0.00167797,0.9768706,0.007909657,0.8951777,0.026291072
0,0.04665182,0.052767895,0.016135994,0.025190597,0.009978849,0.068906546,0.016823882,0.09031246,0.021893853
0,0.168536,0.1799904,0.058064766,0.18467422,0.06926983,0.1971207,0.053986337,0.13732527,0.03963069
1,0.94642425,0.93793935,0.024727968,0.9336519,0.026235918,0.8271485,0.041236162,0.7266779,0.045293044
1,0.98312116,0.98354596,0.005828112,0.972918,0.010039116,0.83495426,0.033017043,0.6946787,0.046953086
0,0.06268376,0.07315291,0.031719904,0.065526076,0.031328056,0.078879915,0.02383884,0.07259809,0.020597318
1,0.89099103,0.8210811,0.067713685,0.74920565,0.097296886,0.5650911,0.0918835,0.5843002,0.08578408
0,0.027764311,0.030416219,0.010582535,0.042612962,0.015896225,0.11083878,0.025907466,0.16195005,0.037042458
0,0.8463411,0.8188328,0.05308494,0.57086337,0.08290371,0.6410372,0.06481926,0.559684,0.060114842
0,0.001847625,0.002390009,0.001122855,0.002452835,0.001287561,0.010821182,0.003761225,0.018810298,0.00603441
1,0.9347062,0.9395466,0.025991177,0.94918233,0.028774416,0.94280887,0.022990994,0.9563866,0.018667158
1,0.86668426,0.88981575,0.04631224,0.92256653,0.044218045,0.9077714,0.036078397,0.872607,0.04848458
0,6.84E-05,4.19E-05,2.22E-05,3.81E-05,2.51E-05,0.000261263,0.000129585,0.000497105,0.000257063
0,5.46E-05,5.04E-05,2.93E-05,6.79E-05,5.13E-05,0.000643423,0.000358142,0.001461012,0.000636485
1,0.7760884,0.6407389,0.07890101,0.46761963,0.10017343,0.3081674,0.05841062,0.19911857,0.04381577
0,0.022737036,0.02185294,0.005790284,0.016596388,0.005767847,0.03142468,0.007967194,0.09964198,0.019950304
0,0.111051366,0.07106676,0.027407508,0.044438835,0.020440342,0.09883788,0.030433564,0.11318239,0.030396106
1,0.9961755,0.9928372,0.003773957,0.9956203,0.002709001,0.9765258,0.008912645,0.9346046,0.023601353
0,0.4536299,0.37126693,0.08354759,0.3072557,0.08973624,0.24426216,0.05774714,0.1864792,0.040542115
0,0.013905053,0.017031094,0.005479358,0.046903558,0.01728074,0.10112133,0.022215629,0.1122272,0.020812538
1,0.92227256,0.8770981,0.0401842,0.84423184,0.05680632,0.82232714,0.0487657,0.74204093,0.053534836
0,0.19698636,0.17409264,0.04859246,0.037537545,0.018260242,0.06558642,0.018973734,0.04185684,0.012529034
1,0.99911183,0.99851745,0.000706906,0.99809295,0.001001073,0.9929889,0.002568819,0.9727251,0.009534868
0,0.04975122,0.062831126,0.026779665,0.08642288,0.04101279,0.098268695,0.031801574,0.08857569,0.023838352
0,0.010941982,0.013094072,0.005796765,0.007160784,0.003943424,0.033452746,0.010387131,0.06659718,0.021687964
1,0.87691915,0.87444854,0.053039916,0.8920157,0.043602232,0.8273945,0.05320422,0.75886977,0.07058764
1,0.9069044,0.8922512,0.03526237,0.8301459,0.058377955,0.7066665,0.06457278,0.6424376,0.058901142
0,0.18903734,0.23015241,0.06261567,0.1516331,0.05959275,0.336133,0.065657996,0.28028214,0.057896487
1,0.9999689,0.99995786,2.49E-05,0.99994993,3.67E-05,0.9995572,0.000249604,0.9992578,0.000382641
1,0.8176385,0.8127344,0.046586044,0.75456357,0.070855625,0.6868082,0.054936934,0.5692917,0.05603593
0,0.86040896,0.8058484,0.056636453,0.89640504,0.047124468,0.86042213,0.0411724,0.7990189,0.051286828
1,0.8409416,0.77609926,0.07484043,0.81344354,0.06794394,0.6637724,0.07227001,0.50266397,0.06903223
1,0.99996644,0.99996215,2.14E-05,0.9999613,2.50E-05,0.99954814,0.000268121,0.99938965,0.000318322
1,0.98947155,0.9856059,0.007845264,0.99425524,0.003536804,0.98862123,0.004749289,0.986682,0.006856944
1,0.99536437,0.9938969,0.002387087,0.9885038,0.004625073,0.94103557,0.017688014,0.87198555,0.031459283
1,0.43841597,0.4839532,0.08825243,0.5477879,0.0870325,0.43563712,0.060999095,0.38620198,0.05085816
1,0.56273323,0.49144372,0.10375951,0.6296257,0.11202197,0.62473416,0.083693504,0.7500075,0.056583825
1,0.59023505,0.68819076,0.0578039,0.6195189,0.07080511,0.63641286,0.05104184,0.52255416,0.047886744
1,0.16659452,0.15379165,0.052593797,0.3595825,0.10001275,0.39906543,0.07889956,0.4541651,0.07445619
1,0.7443248,0.77139217,0.07107064,0.6472238,0.10766251,0.6591541,0.07634545,0.6382594,0.06824646
0,0.8798986,0.8831626,0.034951348,0.8637806,0.047159374,0.7719652,0.04541774,0.551487,0.053325523
0,0.13520852,0.17208776,0.05576243,0.14333755,0.045764845,0.1992149,0.044118498,0.13847125,0.030177115
1,0.47464538,0.36828363,0.08552142,0.6287119,0.08336174,0.63959676,0.064586,0.47029674,0.06801023
0,0.51320934,0.5341347,0.08496866,0.4282162,0.099710315,0.41302064,0.07854743,0.48754668,0.068272404
1,0.9987079,0.99837524,0.000779621,0.9994376,0.000451649,0.99805164,0.000991941,0.9986436,0.00077019
0,0.9998885,0.9997521,0.000127498,0.99920756,0.00040269,0.9900834,0.003768101,0.91701895,0.02390145
0,0.001038879,0.001386599,0.000770787,0.001617681,0.001031539,0.00933292,0.004134082,0.018372953,0.006979073
1,0.6398061,0.66339886,0.066719145,0.69590735,0.06294363,0.57279086,0.059614863,0.6240545,0.0465463
1,0.9978969,0.9975445,0.001149681,0.9992803,0.000412665,0.9962682,0.001819477,0.99432945,0.002969224
0,0.5981599,0.57453644,0.0869156,0.4930456,0.10364784,0.49149013,0.0781579,0.2230851,0.05295508
1,0.968038,0.9671696,0.013845981,0.9321401,0.025831863,0.85469085,0.035779208,0.675146,0.046433378
0,0.00083214,0.000323028,0.000150912,0.00092252,0.000508042,0.005037276,0.002172414,0.009115173,0.003499088
0,0.8167879,0.73813987,0.069487974,0.79332,0.06836863,0.63854754,0.07233744,0.4993842,0.06620629
1,0.8506194,0.8432371,0.052863486,0.9336421,0.03136409,0.7707497,0.05610552,0.563109,0.06641038
1,0.4519957,0.446984,0.10927754,0.8090843,0.07672249,0.63696694,0.09006634,0.5691107,0.08292898
1,0.76687956,0.7315471,0.073300414,0.6701322,0.091953345,0.63818055,0.06925079,0.6380574,0.06868348
1,0.63912463,0.53084624,0.09256262,0.6336303,0.10357109,0.66459197,0.07216486,0.4711205,0.0835206
0,0.87886435,0.86544955,0.03746702,0.7102541,0.07302522,0.6745883,0.05894464,0.5964552,0.055137426
0,0.00108844,0.00183254,0.000858084,0.00180136,0.000948832,0.007547294,0.002637378,0.00588548,0.00223071
1,0.98084575,0.97954714,0.009470365,0.98974204,0.006479576,0.9483346,0.022245599,0.91947836,0.03705132
0,0.1341148,0.1143301,0.040739067,0.06938601,0.031161465,0.17735144,0.044932492,0.15315492,0.037755053
1,0.64377856,0.554947,0.10164875,0.73938656,0.09868913,0.78787863,0.057339344,0.6643208,0.07714685
1,0.548025,0.4947935,0.09581505,0.80651724,0.069997355,0.7812241,0.052579425,0.6718045,0.05824735
0,0.05675995,0.051778473,0.019934265,0.059314296,0.026495544,0.03935126,0.011936212,0.052974798,0.014125255
1,0.97011065,0.958602,0.014560906,0.9350242,0.025392098,0.7960987,0.048920017,0.64719874,0.05736302
1,0.99926513,0.99925077,0.000420774,0.9993983,0.000427805,0.9967254,0.001353869,0.99593407,0.001946032
0,0.8874624,0.78562856,0.064273454,0.69646263,0.08567021,0.40981272,0.07189373,0.4664267,0.06535131
0,0.022325035,0.014310722,0.00520759,0.021619935,0.008435523,0.05147226,0.012717399,0.116015755,0.02487758
0,0.21503057,0.25365376,0.074959755,0.14981537,0.055081658,0.15699872,0.043493263,0.15457246,0.03439974
1,0.65536404,0.63994896,0.0764241,0.58152753,0.087734036,0.6128136,0.05982026,0.46696946,0.06076592
0,0.012217525,0.008035013,0.002529238,0.011795137,0.004418677,0.04722162,0.013110842,0.077543415,0.01794048
0,0.16820809,0.17027462,0.056031007,0.37737024,0.104610525,0.33185637,0.058106728,0.29034138,0.04120815
0,0.30084497,0.2453141,0.06713723,0.30725765,0.08457072,0.26358542,0.052210175,0.19656165,0.04578033
1,0.5443924,0.54212475,0.077209175,0.56850195,0.08425854,0.41318887,0.059429765,0.36534414,0.048252113
1,0.15577325,0.15552558,0.05646057,0.052182946,0.023307707,0.06601221,0.021224923,0.047415994,0.01552439
1,0.30586803,0.33167705,0.07949669,0.20335302,0.057825174,0.4020213,0.05677249,0.33647028,0.05280911
1,0.85351926,0.8176601,0.052064452,0.8722353,0.04278095,0.7561243,0.047650337,0.7129022,0.05236955
1,0.7200667,0.6626086,0.077722035,0.6319484,0.088780224,0.57667994,0.06605778,0.5521611,0.07102071
0,0.30883855,0.31796739,0.07121751,0.15498616,0.04669445,0.24602833,0.044143293,0.17970476,0.034933057
0,0.017667767,0.016230978,0.006315258,0.07401939,0.026916875,0.12238011,0.02898643,0.2516281,0.04561228
1,0.9999286,0.9998576,9.30E-05,0.99992144,5.92E-05,0.99958915,0.000205804,0.99901325,0.000636177
0,0.2702843,0.33605722,0.07025213,0.67451286,0.08071216,0.4557236,0.06819598,0.4388538,0.055869713
1,0.980685,0.97510153,0.010623359,0.97329366,0.014400718,0.9631696,0.013987765,0.9519531,0.018542234
1,0.09951439,0.09257514,0.02669668,0.18512776,0.05335828,0.18865573,0.039636526,0.17643848,0.036461398
1,0.94449115,0.9505565,0.02242341,0.9643288,0.01852831,0.95035666,0.019842353,0.93804574,0.02325094
1,0.6507681,0.57093996,0.08508236,0.5853646,0.08512049,0.5596068,0.061524898,0.5256685,0.056464348
0,0.084948145,0.055909634,0.022754015,0.024563942,0.012768323,0.056214537,0.016026795,0.042844012,0.013886477
1,0.9827269,0.98603016,0.006480604,0.9961512,0.002163498,0.98248476,0.006925587,0.97303754,0.012441609
1,0.99999756,0.99999624,4.67E-06,0.99999666,5.02E-06,0.99989855,7.36E-05,0.99969393,0.000219264
1,0.6817582,0.7165881,0.09879438,0.7469034,0.102188386,0.7995198,0.06590319,0.75868464,0.080805495
0,0.65863025,0.699071,0.06457024,0.52545,0.08738292,0.40499187,0.06624429,0.4354415,0.05687632
1,0.99271685,0.98918134,0.003695736,0.99019766,0.003932242,0.9434168,0.015618186,0.9042527,0.02337646
0,0.18732344,0.19827871,0.060647048,0.3467522,0.11234404,0.25570124,0.06951715,0.3487945,0.08089453
0,0.001715839,0.001052236,0.000436956,0.00475899,0.002414054,0.018130578,0.005966822,0.05676085,0.014052147
1,0.99990517,0.9999,7.16E-05,0.99993306,4.67E-05,0.9995582,0.000221995,0.99919075,0.000426776
1,0.23768194,0.2854882,0.07191703,0.22297475,0.07576731,0.23803906,0.048059497,0.18934762,0.042835537
1,0.98341644,0.97760546,0.011450122,0.9957327,0.002402007,0.9860674,0.006389122,0.986062,0.006852462
0,0.000270098,0.000266851,0.000173901,0.000118289,8.92E-05,0.000413621,0.000213516,0.000359121,0.000190508
0,0.5319719,0.4608548,0.09404575,0.44611114,0.11471859,0.46127743,0.07963352,0.21034499,0.050248288
1,0.9329801,0.9236141,0.031098438,0.83350545,0.059549287,0.6720252,0.06915511,0.5289209,0.070438884
1,0.99563354,0.99313843,0.002675219,0.9832427,0.007094159,0.93892354,0.017899606,0.893499,0.027630184
1,0.9999703,0.99995005,3.54E-05,0.9999803,1.81E-05,0.99969155,0.000208447,0.9994268,0.000337142
1,0.34051332,0.28995383,0.08493427,0.22368114,0.08377413,0.21823308,0.055400744,0.28666312,0.054508824
0,0.7901643,0.7797581,0.053779338,0.65893483,0.08016467,0.69212496,0.049422085,0.40252167,0.046550035
0,0.000839442,0.000377176,0.000165447,0.000832792,0.000508728,0.00538204,0.002265326,0.010236545,0.003625203
1,0.9789115,0.973264,0.011365916,0.8493379,0.06644047,0.6189657,0.08469662,0.43580008,0.086079426
0,0.99507433,0.99002266,0.004403058,0.9688961,0.014059815,0.86200356,0.03212047,0.79336256,0.0397367
1,0.47651663,0.45978826,0.07391603,0.58540016,0.084799066,0.6165908,0.067921564,0.5391822,0.054386593
1,0.8762391,0.83980566,0.047124684,0.88333565,0.045318518,0.74961776,0.05048532,0.73845565,0.050664388
0,0.000152588,0.000146878,6.51E-05,0.000607161,0.000284825,0.00503739,0.001826353,0.021547087,0.006444677
0,0.013611778,0.01640652,0.006166281,0.007724876,0.003379855,0.015195889,0.005139667,0.019119611,0.006683167
0,0.002269485,0.00297486,0.001393232,0.001969393,0.000947783,0.012164763,0.004439458,0.017250646,0.005768015
1,0.004704844,0.002609588,0.001118211,0.010145255,0.004499014,0.030979391,0.008942885,0.07088125,0.017716082
1,0.8641203,0.8921438,0.034922406,0.7813473,0.06849908,0.64939106,0.06737467,0.54967546,0.066525854
0,0.045932777,0.04412844,0.009885617,0.040527765,0.012138234,0.0879344,0.014056293,0.1439239,0.023559513
0,0.024273427,0.024020664,0.009853345,0.007834272,0.004246485,0.020728063,0.00774124,0.01672977,0.005875357
1,0.9391341,0.92150825,0.023825534,0.950868,0.018037135,0.7692595,0.044565406,0.7547419,0.043772925
1,0.9530834,0.94788176,0.018309332,0.9533143,0.01929344,0.9070321,0.026677022,0.86123127,0.036043074
0,0.01079447,0.008219712,0.004631152,0.020849735,0.010727346,0.09863456,0.030724427,0.07801421,0.023491617
0,0.001336455,0.001190573,0.000535671,0.003956411,0.002079227,0.010557796,0.00389131,0.014977274,0.005311273
0,0.9341403,0.93162984,0.02698375,0.9772045,0.012042537,0.9226604,0.025353042,0.90169054,0.030174796
0,0.7854646,0.74890065,0.0817487,0.80335605,0.0738691,0.62460387,0.079134434,0.6672484,0.07009287
0,0.44455647,0.4783133,0.082741946,0.51669186,0.09890639,0.5170169,0.07182446,0.5664442,0.06680627
1,0.93994224,0.945507,0.020360097,0.9199462,0.027042393,0.7210739,0.054864846,0.60285133,0.053570163
1,0.76708895,0.73506147,0.08167915,0.67032295,0.10572817,0.7121727,0.08101952,0.6907991,0.088868275
1,0.98683393,0.9861489,0.006727381,0.9797643,0.010436993,0.9673509,0.015220996,0.9469695,0.02014508
1,0.63640946,0.50473684,0.109078996,0.26892003,0.080695055,0.4025623,0.069617696,0.26180616,0.054941587
1,0.13017616,0.18346697,0.06470006,0.09389085,0.04398981,0.14189948,0.041390136,0.15304205,0.039474588
0,0.14038603,0.17520995,0.05210022,0.15301141,0.051686347,0.33187193,0.059426423,0.34327468,0.04930934
1,0.9039416,0.8660309,0.039711267,0.9836154,0.007604395,0.90968394,0.024282744,0.9262501,0.020909283
1,0.97860634,0.97629213,0.011029454,0.9752469,0.01511031,0.9767511,0.011121966,0.9731072,0.011895059
0,0.012171334,0.007723027,0.003596121,0.00885354,0.00401711,0.036572233,0.011621293,0.06217364,0.016467882
1,0.8018198,0.65156376,0.0933113,0.837071,0.06403962,0.67774314,0.067890115,0.5611207,0.07649332
0,0.09801916,0.10766201,0.04129161,0.12539038,0.049731005,0.11415334,0.03077412,0.08226825,0.023767179
0,0.001368821,0.001087279,0.00037821,0.002623044,0.001099571,0.013178606,0.003904291,0.020128103,0.006140838
0,0.5008762,0.4854512,0.10362285,0.4175949,0.1040046,0.45387802,0.071927406,0.43336594,0.06666294
1,0.9343437,0.9185578,0.024867568,0.92646086,0.030823192,0.86868894,0.03321811,0.77735204,0.048533566
0,0.16777535,0.17701493,0.05803862,0.17216823,0.068661794,0.10646357,0.0328964,0.071795344,0.02190478
1,0.6680554,0.66061085,0.0800078,0.37634477,0.101040624,0.4744247,0.08729154,0.3700941,0.06400478
0,0.15676905,0.12546119,0.047364827,0.09643212,0.040550333,0.1166231,0.03187711,0.12591855,0.03283145
0,0.059596214,0.06911187,0.026182579,0.05524708,0.024940198,0.10738958,0.031627897,0.11963394,0.031940237
1,0.9827584,0.9862563,0.006237699,0.99052346,0.005058017,0.936731,0.023255667,0.896581,0.035419494
0,0.018203218,0.014732054,0.004452701,0.013289891,0.005423534,0.035119962,0.010668929,0.039620206,0.011425734
1,0.960818,0.96458244,0.009548745,0.9669387,0.012157625,0.8707775,0.026697896,0.80321914,0.03730077
0,0.1927308,0.21881229,0.061197504,0.060889017,0.022212489,0.14046113,0.032664925,0.20061845,0.03911552
1,0.98312396,0.9756133,0.010403094,0.99366903,0.003281611,0.9817839,0.006775409,0.969966,0.012104684
1,0.9915036,0.9898892,0.004615245,0.9968977,0.001789282,0.9948153,0.002375111,0.99566424,0.002203514
0,2.38E-06,1.98E-06,1.45E-06,2.53E-06,1.99E-06,6.97E-05,4.14E-05,0.000109129,7.76E-05
1,0.7910196,0.7411182,0.066813506,0.768232,0.06564237,0.71843773,0.05285987,0.5569534,0.05995484
1,0.9979759,0.99757224,0.001267738,0.9969176,0.002196965,0.9709507,0.011430405,0.92921233,0.021949429
1,0.9537041,0.96599,0.014975237,0.9680124,0.018358177,0.92001444,0.030529182,0.87379026,0.041558057
0,0.00111112,0.000802428,0.000330908,0.001906658,0.000903577,0.008502119,0.00274689,0.010623128,0.003343802
1,0.99890053,0.99812114,0.000989206,0.99874896,0.000839116,0.9914916,0.003686305,0.98167646,0.008813431
1,0.8872819,0.87898,0.0404877,0.89369184,0.044258703,0.7041262,0.0584219,0.55718964,0.06541434
0,0.1083523,0.11446588,0.040638953,0.04682112,0.019042952,0.07626898,0.021626042,0.065680206,0.016106129
1,0.8058434,0.80038124,0.06252784,0.6537658,0.08460302,0.5055855,0.0736671,0.2893121,0.05243617
1,0.708955,0.7137985,0.08139233,0.8680839,0.0489939,0.80547196,0.047713105,0.7477871,0.05163648
0,0.96488506,0.96221966,0.011857387,0.9668678,0.013946832,0.88399595,0.029766766,0.7251193,0.04865546
1,0.69579965,0.70543426,0.070871845,0.69955,0.08621424,0.65490746,0.0638568,0.59997505,0.075837255
1,0.86143607,0.85716647,0.050723452,0.69131595,0.097541735,0.39880395,0.079860225,0.27686262,0.06495493
1,0.9890441,0.98188007,0.005647095,0.97861004,0.008348536,0.9206552,0.018316176,0.8246684,0.03547437
1,0.9026765,0.90172976,0.02851378,0.70348704,0.06875464,0.61663294,0.05927951,0.55053425,0.054018423
0,0.002368331,0.004424927,0.001823917,0.004716322,0.002308929,0.039545026,0.011525855,0.07343833,0.018327182
1,0.9810384,0.9744091,0.010125179,0.94969505,0.020794015,0.84492755,0.042229135,0.7101511,0.059490718
0,0.04392059,0.039901897,0.01300811,0.07506019,0.02778488,0.12575397,0.0310685,0.23783731,0.04683385
0,0.000989437,0.001158875,0.000599328,0.000494426,0.000326993,0.001668581,0.000793859,0.001287567,0.000616547
1,0.43117544,0.3820147,0.08484372,0.42771906,0.09258545,0.37119943,0.06315996,0.3177595,0.048924018
1,0.9558851,0.9604504,0.013777479,0.9383211,0.022057205,0.86992735,0.032827493,0.7265134,0.048103333
1,0.94894135,0.9279944,0.033873424,0.9362813,0.028010087,0.830045,0.049225986,0.7928535,0.05578274
1,0.99996686,0.9999783,1.46E-05,0.999959,3.27E-05,0.9995338,0.000287181,0.9992445,0.000433286
0,0.06960619,0.06126419,0.019685041,0.07572245,0.030735068,0.17015909,0.03566221,0.17713112,0.03339036
0,0.35151085,0.40602598,0.09818879,0.6115188,0.11137053,0.5551541,0.07717848,0.4316993,0.06475622
0,0.03745713,0.040161327,0.014564602,0.055546958,0.023936974,0.061787046,0.017829612,0.09023027,0.024019448
1,0.9264195,0.9290978,0.02626618,0.93861055,0.030892257,0.9131485,0.025655026,0.9136622,0.030181328
